estacion_origen,estacion_destino,dni_usuario,hora_retiro,tiempo_de_uso,hora_de_llegada,id_bici
67,184,6109620,23:37:35,00:16:04,23:53:39,2553
28,72,1895160,23:37:15,00:17:21,23:54:36,6932
138,105,6109620,23:48:27,00:07:43,23:56:10,2199
182,125,5735920,23:47:01,00:09:22,23:56:23,5113
200,12,5925780,23:48:36,00:09:43,23:58:19,7529
54,54,3892850,23:16:20,00:42:12,23:58:32,7128
79,164,5071730,23:08:23,00:50:37,23:59:00,2590
142,17,5187030,23:47:53,00:12:33,00:00:26,8654
26,111,5520960,23:25:42,00:34:50,00:00:32,1728
50,33,5751430,22:53:42,01:07:03,00:00:45,7501
56,168,5731900,23:26:32,00:35:07,00:01:39,3940
142,142,5731900,23:12:30,00:49:14,00:01:44,2481
145,168,5731900,23:16:56,00:45:42,00:02:38,5011
5,142,5965780,23:23:18,00:40:46,00:04:04,1175
12,30,5751430,21:59:34,02:04:37,00:04:11,7759
1,166,3892850,23:53:41,00:10:31,00:04:12,8981
142,17,5187030,23:52:49,00:12:28,00:05:17,2672
62,161,5385890,23:41:59,00:23:27,00:05:26,7231
159,89,5440160,23:23:34,00:42:11,00:05:45,6971
182,148,5731900,23:09:47,00:56:11,00:05:58,5308
161,29,5945340,23:36:42,00:30:49,00:07:31,2627
113,102,5097280,23:52:59,00:14:35,00:07:34,8172
142,123,5731900,23:17:14,00:50:37,00:07:51,1258
56,123,5731900,23:18:48,00:50:35,00:09:23,1076
80,185,3892850,23:58:50,00:11:26,00:10:16,8255
120,72,1895160,23:59:17,00:11:11,00:10:28,5274
9,9,5751430,23:40:52,00:31:32,00:12:24,6080
51,174,6038690,23:59:21,00:13:11,00:12:32,4039
188,89,5440160,23:46:31,00:26:33,00:13:04,2127
70,142,5751430,23:10:08,01:06:39,00:16:47,8546
47,100,1895160,23:39:24,00:37:47,00:17:11,5892
12,148,5731900,22:46:32,01:32:40,00:19:12,5385
12,168,5731900,23:31:32,00:48:22,00:19:54,5754
125,90,4595530,23:23:48,00:56:54,00:20:42,5299
33,33,5751430,23:30:40,00:50:23,00:21:03,1367
180,180,6170750,23:59:15,00:22:41,00:21:56,5627
12,168,5731900,23:40:12,00:42:41,00:22:53,4522
170,75,5751430,23:56:21,00:30:58,00:27:19,2259
142,168,5731900,23:07:11,01:20:30,00:27:41,6789
200,89,5751430,23:48:04,00:43:00,00:31:04,3727
157,69,1895160,23:49:05,00:43:38,00:32:43,3138
200,33,5751430,23:56:15,00:41:42,00:37:57,8529
124,33,5751430,22:59:57,01:48:04,00:48:01,6404
66,56,5751430,23:25:19,01:44:05,01:09:24,3117
